entry,rae_id
química,UrzQLCP
quínoa,UtxRj4l
rabanera,Uy3COgS
rabdomancía,UyLf6ag
rabona,UzHACIF
racord,V0cnaKC
radi-,V0mCObK
radiobemba,V1WLisn
radiodifusora,V1kjWJV
radioscopía,V2ntMSw
rag-time,V464eFW
raglan,V41C0nA
rail,V4Ygl3z
ranchera,V7OOipJ
ranglan,V7wLMce
raposera,V9VGJCt
raquetbol,VA4MDBS
rasa,VAiU2zz
rastrera,VD8yoV3
rasuradora,VDTlJqN
ratera,VDgiazl
ratona,VEPbTxt
ratonera,VEQx9Lf
reala,VGvKKew
recta,VWFKfgh
rectificadora,VWTUanp
rectoscopía,VWl4DsY
redoblona,VZGAsPU
redonda,VZVfFjM
reductora,VaGNphH
refaccionaria,Vbudok8
referí,VcJcXGl
refrigeradora,Vfbjwuu
regalada,Vgj9rZy
regenta,ViLfWga
regidora,VigO2Rq
reina,VmDNrDQ
relativa,VpRKyEi
rellena,VqiK48p
relojera,Vr4uxYJ
remachadora,VrgqBPy
rembolsable,VsViFXE
rembolsar,VsXagX6
rembolso,VsZ8Htk
remisoria,VtwrmMF
remplazable,Vvf8YdH
remplazante,VvhhRMH
remplazar,Vvi6lgW
remplazo,VviUKzM
rencauchar,VwLTFnY
rencontrar,VwNoSJV
rencuentro,VwWQO0a
renga,VxHbZsQ
repelada,W0uBff3
reposera,W3feTwo
repóker,W34bGGl
resbaladera,W7g57um
resolana,WAvTK07
resolí,WB0P0Ji
responsiva,WCwuFyO
resucitado,WEynOgw
retentiva,WH6CxAX
retórica,WIPxmfe
reverenda,WNn58Hz
revistera,WOx0Cwc
revolera,WPWsTcL
revolvedora,WQ9JUJM
rezadora,WR4MIAH
rezandera,WRBT124
reóstato,VzwAiyF
reúma,WLy1Fq5
rielera,WT5pajm
rinoscopía,WUjCSn3
"rizófito, ta",WWyuvaT
robalo,WXaSJod
robótica,WYTm4uf
rodera,WbLpeVC
rodillera,WbpIFNL
rodreja,Wc3mfHV
rogativa,WcSB5ou
rola,Wcj1ORR
rompedera,Wenkdjw
rompeviento,WfMjlwL
roncadora,Wfsl1A6
rondeña,WgXa8yW
rosariera,WibdWDZ
rosolí,WjTrmGA
rotuladora,WkSmQYo
rotunda,WkbLJQg
roturadora,Wklqs73
roya,WkoTygt
rozadora,Wl7nqPH
ruana,Wlfzsre
rubéola,WlxoYHA
rufianesca,Wo0LX9z
rum rum,Wq2E0Dg
rápel,V96bPOE
rédox,VZmrj5A
réptil,W5enHBd
sabanera,WsSUZiA
sabatina,WsdseED
sabihondez,WtDx5g3
"sabihondo, da",WtEJlxn
saboyana,WuJkf3y
sacabocado,WvE0v39
sacerdotisa,WwV7Lyl
sacra,Wx2lHsO
sacristana,WxinouC
saetera,WyRgUlv
sahariana,WzfSMJP
salamanquina,X1EcHqS
salina,X3lvsH2
salitrera,X48k8d0
salsera,X5pZfLa
saltabancos,X5yRcep
saltaembancos,X6B4Ll9
salteadora,X6iavER
salteña,X6mBJ8y
salvajina,X8C2M5t
salvapantalla,X8Z8YzG
samuray,XAaWGCU
san jacobo,XDyumX7
sanduche,XC5faS3
sanguche,XD6CECu
sanguina,XDPGn8h
sanguinaria,XDPrJck
sanie,XDrl45B
santa,XF3V8ss
santera,XFct7dN
"saprófito, ta",XHLUoe8
sarracina,XJySWQL
sastra,XKW5tK4
satinadora,XKrKVjB
sauco,XLyzCdk
sebiche,XNlHC3h
seca,XO2tyHD
secadora,XOCinLR
secreta,XOxyESk
secundaria,XQKJWN7
sedera,XRGuKZp
sedeña,XRFHnKb
segadera,XRw0z4l
segunda,XTCCcSI
seisena,XU6Z8DC
selen-,XUQrHAB
sembradora,XVlkEav
semiperiodo,XYAGsBA
semiótica,XY75D6m
sempiterna,XYmcI7n
semántica,XVPvQy3
sensitiva,XaQhbfj
septena,Xd1cac2
septuagésima,XdIa7KO
serosa,Xfslxxy
serpentina,XgPGcPU
serradora,XgjUt1I
serrana,Xgo9hkl
"servio, via",XhjZ4qa
sesga,XidqZWj
sesma,Xiz5gRF
setena,Xjg1jHn
setenario,Xjkyo5o
setiembre,Xk42Bqw
"seudopartitivo, va",XkTlHus
sevillana,XkWp10i
sex-appeal,XkvWGsy
sex-shop,XlJe3do
sex-symbol,XlMdVWo
sexagésima,XknkTWw
sexmero,Xl8dV0C
"sexmo, ma",XlAIIlk
sexta,XlN2Bph
señera,Xc1f568
señora,XcBsKWm
señorita,XcQQzn9
sharia,Xm5Z6vj
sicagogia,Xmv5mtz
sicastenia,Xn1K2XY
"sicasténico, ca",Xn1ersh
sico-,XnHdj5u
"sicoactivo, va",XnHqYuZ
sicoanalismo,XnPeFv0
sicoanalista,XnSPbg3
sicoanalizar,XnY1BIX
"sicoanalítico, ca",XnU76QI
sicoanálisis,XnKvnfZ
sicobiología,XnYYy1W
"sicobiológico, ca",XnaAqbT
sicodelia,Xnaa2AQ
sicodiagnóstico,XniPJpR
"sicodinámico, ca",Xnk2rMT
sicodrama,XnkkVFC
"sicodramático, ca",XnkmVay
"sicodélico, ca",Xnealrm
sicofisiología,XnreB1n
"sicofisiológico, ca",XnrnKzW
sicofonía,XntU1Em
sicofármaco,XnoTG4r
"sicofísico, ca",Xnq8pbJ
sicogeriatra,Xny5bn2
sicogeriatría,Xo1qJzC
"sicogénico, ca",XnvR3jG
sicohistoria,Xo2X2KY
sicolingüista,Xo5gcwZ
"sicolingüístico, ca",Xo6BbQx
sicologismo,XoBOMBJ
sicologista,XoHCe9I
sicologización,XoHcriE
sicologizar,XoIi37g
sicología,Xo9QDHY
"sicológico, ca",XoBK4Xn
sicometría,XoNXg7t
"sicomotor, ra",XoWxQhR
sicomotricidad,XoXXD2T
sicomotricista,XoYRWT4
sicomotriz,XoaLkwh
"sicométrico, ca",XoPVL0x
sicopatología,XognrHn
"sicopatológico, ca",XoguRXb
sicopatía,XofTzk6
"sicopedagogo, ga",XojLja2
sicopedagogía,XogxVnc
"sicopedagógico, ca",Xoi0kZQ
"sicopático, ca",XofzCIj
sicosociología,XowJKB4
"sicosociológico, ca",XowJKXr
"sicosociólogo, ga",XowQs3z
"sicosomático, ca",Xoz03pL
sicotecnia,Xp1N1wQ
sicoterapeuta,Xp1d1Vw
sicoterapia,Xp6zFZu
"sicoterapéutico, ca",Xp6hm1g
"sicoterápico, ca",Xp7mNMJ
"sicotrópico, ca",Xp9FvsC
"sicotécnico, ca",Xp1NS3e
sicrómetro,Xp9RJZl
"sicógeno, na",XnxNzcy
"sicólogo, ga",XoLalwb
sicómetra,XoLgx87
sicómoro,XoQfwiy
sicópata,XodKIN1
"sicótico, ca",Xp9AHd2
sieteenrama,XqHMmsh
sillera,XtUj5fs
"simoníaco, ca",XvFA1kw
siniestra,XykBcfQ
sinsubstancia,XzXjUle
siquiatra,Y0c48UN
siquiatría,Y0dYpQT
siquismo,Y0i87gy
"siquiátrico, ca",Y0eXqF9
"siríaco, ca",Y0zktu0
sistemática,Y2B3WO3
sitaciforme,Y2RQJvN
sitacismo,Y2SbK37
sitacosis,Y2U3xDp
sitácida,Y2P9Dek
sobreentender,Y7LmSLR
"sobreentendido, da",Y7QTRIJ
"sobreesdrújulo, la",Y7QeyIR
sobreestimar,Y7QkDFn
sobresfuerzo,YAMa5Md
sobrexceder,YAwY3jy
sobrexcitación,YAwlj9M
sobrexcitar,YAx3sX2
sobrexplotación,YAzaJiJ
sobrexplotar,YAzrwTP
sociolingüística,YCJZHhI
sofística,YDtgIsk
soldadera,YGIlxjc
soldadesca,YGMOk6Z
solitaria,YIceLld
sombrerera,YKEX3r9
sombría,YKWUa76
somnambulismo,YKoPjuT
"somnámbulo, la",YKq2GiO
sonada,YLYGrVa
sopera,YO1kcLj
soriasis,YQ1voC2
"soriásico, ca",YQ1qpB4
sosia,YRhwFO0
sotto voce,YTQt1oZ
soviet,YTbqju6
subordinada,YYa0YUU
subscribir,YZ8aVBd
subscripción,YZBRRkd
"subscriptor, ra",YZC1vRd
"subscritor, ra",YZHbUYT
substancia,YZu2spi
substanciación,YZxH3QE
substancial,YZxWuKc
substancialismo,YZxaUGg
substancialmente,YZz6xqn
substanciar,YZzAE9o
"substancioso, sa",YZzx3c2
substantivación,Ya0VbND
substantivamente,Ya1IL0W
substantivar,Ya35ylW
substantividad,Ya5WdjF
"substantivo, va",Ya5xzJQ
substitución,YaAtush
substituibilidad,YaCzezH
substituible,YaDVZ1V
"substituidor, ra",YaDaHzn
substituir,YaEUrHo
"substitutivo, va",YaIFTKq
"substituto, ta",YaJi25v
"substitutorio, ria",YaM45Sy
substracción,YaMqNFw
"substractivo, va",YaOlidE
substraendo,YaPLHEG
substraer,YaRFUAp
substrato,YaRu7Tu
suegra,YdyebJm
suelta,YeCr0O2
sufridera,YfGZ8MV
suigéneris,YfoJreC
sulfatadora,YgQQKMo
sunnita,YiOHK3j
sunní,YiKYjAv
superheroína,Yjz7yL9
suplicatoria,Ylwo87M
suprema,YmREVA5
suruví,YoVifsP
"suscritor, ra",Yoq1wOt
sustantiva,YpWEMwY
séptima,XdEVhAQ
"sétimo, ma",Xk4mr0x
síndica,XxZyum6
"síquico, ca",Y0efrTB
tabaquera,YrPlclm
tabernera,YrxUlVt
tabuladora,YtwQ0l2
tahonera,YwwTRVy
taichi,Yx920x4
tajada,YxVIVUh
tajalápices,YxgF1a2
taladradora,YyOrh1s
talvez,Z1f8bMw
"talófito, ta",Z15kvaS
tam-tam,Z3en84t
tamtán,Z3im33C
tangana,Z4ng8f4
tangerina,Z57v2Nh
tantán,Z5r7GP0
tapacubo,Z6c0rNP
taparrabo,Z7GRmZx
taponadora,Z8ihOXf
taquera,Z9Gpv4f
tasajera,ZF2u7eE
taxon,ZH5lNGM
tectónica,ZJPevkk
tejedora,ZKdnE36
tejera,ZKjOqGr
telekinesia,ZMgEKrF
telekinesis,ZMjBvri
telemática,ZMvduQo
tembladera,ZOvSxA3
temática,ZOmNdna
tenienta,ZTJFUyM
tentativa,ZUJJm5Z
teorética,ZVLT7u9
tepachera,ZVZpO8q
terapéutica,ZWfQdkK
tercera,ZWvfIeE
tercia,ZXAOmEZ
teresiana,ZXpxbNf
"teridofito, ta",ZYMAkzW
"teridófito, ta",ZYQL5xG
termodinámica,ZZTdF8u
termósfera,Za9swzN
termóstato,ZaKUgtH
ternera,ZaVwvy9
terrera,ZcCdBsX
terriza,ZctuS5i
testerilla,ZfNyYLD
tetraplejía,ZghB98t
textilera,ZhTHvOb
teórica,ZVMrhp1
tialina,Zhs1ah5
tialismo,ZhsVazU
tiflotécnica,ZjV1D63
tifoidea,Zjdn6Ei
tigresa,Zjp47jC
tilichera,ZkTjIjM
timonera,Zlu9YKW
tinta,ZnWhtWV
tintorera,ZoCcAhG
tipiadora,Zp7C6Rl
tipoy,ZpdtClw
tipói,ZpYSc0f
tirana,ZqdNkRy
tiritona,ZrThZOo
tiznera,ZuKEQM5
tobillera,ZvZLmsX
tocacintas,Zvsko5z
tocinera,ZwbH4BY
"tolemaico, ca",ZyOuGcn
"tolomeico, ca",Zz3wUlZ
tomatera,ZzjLGvM
top-model,a2wC7Pv
topadora,a23dtma
topo,a32aoaR
torcida,a4DPXDo
torera,a4js4aq
tormentaria,a5PiW4s
tornear,a68eXQV
tornera,a6BedV6
torticolis,a8PXn2d
tortillera,a8SHpji
tosca,a9K3ZaE
tostada,a9kSWgr
tostadora,a9psudS
trafalmeja,aEHYesj
tragafuego,aEgdY9l
tragantona,aF0zFyQ
tramontana,aGV3prI
transcendencia,aITJHIx
transcendental,aIVID4J
transcendentalismo,aIVsDOA
transcendente,aIW3s9M
transcender,aIXy32R
"transcendido, da",aIb19oF
transflor,aJTZO3i
transflorar,aJWBWmr
transflorear,aJWOlaF
translación,aKupKNr
translaticiamente,aKuqmMi
"translaticio, cia",aKwNEBx
"translativo, va",aKwnBY0
translocación,aL7wqbH
translucidez,aLA9Ada
transluciente,aLBHuLW
translucimiento,aLCPc16
translucir,aLICvaW
"translúcido, da",aLAPrEQ
transmundo,aLurbH5
transparecer,aMN2OBG
"transponedor, ra",aMYXIDx
transponer,aMYjpts
transposición,aMnboy7
"transpositivo, va",aMpWBiD
transubstanciación,aMrl1Nu
transubstancial,aMtpKFw
transubstanciar,aMuD7Br
transvasar,aN88FNc
transvase,aN9KAmW
tranviero,aNQOcUd
tras-,aOp6Drm
"trasalpino, na",aOt5pmD
"trasandino, na",aOthgbp
"trasatlántico, ca",aOz4ybe
"trasbordador, ra",aP5BIwS
trasbordar,aP8Gvff
trasbordo,aP9eCFh
trascontinental,aPix1qO
trascribir,aPrUIEZ
trascripción,aPuwV8N
"trascriptor, ra",aPzXeID
trasculturación,aQ3KWXI
trascultural,aQ3ego4
trasculturización,aQ5QZA2
trascurrir,aQ67LLU
trascurso,aQ7BAzx
trasera,aQKw0Ze
trasferencia,aQVK5xQ
trasferencial,aQW3R06
trasferente,aQXncgx
trasferibilidad,aQYedse
trasferible,aQZqEcu
"trasferidor, ra",aQZt5rd
trasferir,aQbjGFF
trasfigurable,aQdHN9u
trasfiguración,aQdi6u7
trasfigurar,aQf82ub
"trasfijo, ja",aQfNHDn
trasfixión,aQgp2Zr
trasformable,aQmpSvX
trasformacional,aQpiwev
trasformación,aQnqlLx
"trasformador, ra",aQqMFTd
trasformamiento,aQtASj8
trasformar,aQv8vbE
"trasformativo, va",aQxHzb9
trasformismo,aQylrK8
trasformista,aQz8mVi
"trasfretano, na",aR01ONL
trasfretar,aR0Iyrp
"trasfronterizo, za",aR3WK34
trasfuguismo,aR6zhFk
trasfundición,aR7dd5S
trasfundir,aR9nxnW
trasfusible,aRCpODw
trasfusión,aRDrWLU
"trasfusor, ra",aRErulx
trasgredir,aRNIwYo
"trasgresivo, va",aROS18X
trasgresión,aRO5ndu
"trasgresor, ra",aRPUfHw
"trasmarino, na",aSNom77
"trasmediterráneo, a",aSOzpsM
trasmigración,aSRv4m6
trasmigrar,aSTMm3K
"trasmigratorio, ria",aSTaTCp
trasmisibilidad,aSVMlbJ
trasmisible,aSXfry1
trasmisión,aSZRpFl
"trasmisor, ra",aSa3fFo
trasmitente,aSeQ9kJ
trasmitible,aSfE7KO
trasmitir,aSiI7by
trasmontana,aSkWFYK
trasmontar,aSoEacU
trasmonte,aSp4XHP
trasmudación,aSpVwJl
trasmudamiento,aSr30JN
trasmudar,aSrwlVK
"trasmundano, na",aSrxM0f
trasmutable,aStCcrJ
trasmutación,aSunC4O
trasmutar,aSvQ4Qo
"trasmutativo, va",aSwHcBo
"trasmutatorio, ria",aSyJ03S
trasnacional,aT0ET8v
"trasoceánico, ca",aTMltSO
"traspacífico, ca",aTTOvKb
"traspadano, na",aTUTebx
trasparencia,aTY8hSK
trasparentar,aTZEeWi
trasparente,aTa1MSc
traspirable,aU2HXGl
traspiración,aU3WuEa
traspirar,aU6nDdk
"traspirenaico, ca",aU7HsqU
trasplantadora,aUCfsjg
trasportabilidad,aUOSe3H
trasportable,aUSFA6p
trasportación,aUSq8I7
"trasportador, ra",aUUYRTn
trasportamiento,aUYfoN7
trasportar,aUcakSy
trasportista,aUeJrjd
trasportín,aUeEHly
trasterrar,aVVQDcB
"trastiberino, na",aVacRUf
trasverberación,aWb5BqF
trasversal,aWcpZB6
trasversalidad,aWfN0s9
trasversalmente,aWhOWVd
"trasverso, sa",aWioXns
travestí,aXYrMLt
travesía,aXYXQYm
traviesa,aXteBpT
treintena,aZ70UJM
triada,abRR3Vd
triaquera,abfcWFh
tricentenario,acdzLWl
triguera,ae6ZTTZ
trilladora,aegGeqQ
trillonésima,aez8MDR
trituradora,ajFEyrC
troica,al0gXKU
tropósfera,aoGmTwH
trotona,aoXrUHD
trásfuga,aR6fTFY
tríbada,abvMZGE
tríglifo,adv2MHn
trócar,akCDOz7
tuberosa,arUDfQJ
tuca,arl05Rv
tumbona,atecL9t
tunera,av3PMCn
tusona,az8AjEQ
tábarro,Yrd1gRb
táctica,YviaYbP
técnica,ZIdP5Aa
tétano,Zg1GnaS
tísica,ZsaIjzM
tónica,a0wYjV8
tórtola,a8ZyhDI
umbría,b3qiIL0
umjú,b3uroK8
un,b3uuZZA
un,b3vJFnW
una,b3w3xSi
una,b3x2qHm
urbanística,b8JB8Im
uromancía,bA6Ps4p
uroscopía,bAAVZCR
uñada,b76IpOH
vacaray,bE5NkDd
vacaraí,bE3Plom
vacuna,bEvGEYy
valenciana,bHrRXrF
valentona,bIBXwtn
valkiria,bJ9Dn8Y
vallico,bJY83or
valona,bJe8jB1
"vaqueano, na",bLu2MRq
vaquera,bLwcGGf
vaqueriza,bM1HwUs
"vaquiano, na",bMBc7pU
vargueño,bNSUzp9
varice,bNmdESZ
varsoviana,bOSnCe0
vaída,bGoCZ5u
vecera,bPobbMu
"veimarés, sa",bRRtTBM
veintena,bRbSxd6
veintiuna,bSLnynf
veladora,bT7A7Gt
velahí,bT8N4Bc
velonera,bVHLEjB
ventriloquía,bZi560a
veranera,baob11x
verdina,bcanPxs
"vestfaliano, na",bhHEsdH
veterinaria,bi24jWq
viacrucis,bibLieM
viandera,bj124uC
vicaria,bjj6EFW
vicésima,bklUdyd
vidriera,bn1GVyh
vieja,bnLA3EG
villanesca,bpBuhvf
vinagrera,bpvu55G
virreina,bu4t1jd
viscosa,bumhKUT
visitadora,bvNEJlF
vitrocerámica,bx82fVi
vitíligo,bwf4Ntf
viuda,bxORzsC
vivijagua,byVUQZb
vizcondesa,bz8vLpJ
voceras,bzjd6oR
vodca,c0Bz434
voladera,c0MHkrX
voladora,c0RqEDY
volandera,c0XiBAU
volframio,c1bkhpc
vomitona,c3WppZM
vuelacercas,c4Yqc1J
váguido,bGgpihS
vídeo,bm7bAH0
vóleibol,c1SNPYi
vómica,c3BxyEN
wi fi,c6fcoI3
wind surf,c6kd5BL
wind surfing,c6o2yOj
"xerofito, ta",c7N4GIf
xeroftalmía,c7OiOBl
xicaque,c7Y3tbX
xiote,c8A9xrz
xola,c8E4Soq
yacabó,c8Q8hI8
"yacuto, ta",c8eFTTm
yataí,c9p6TH2
yedra,cAURz8E
yerbabuena,cAn6P82
yerbadulce,cAosi7j
yerbajo,cAslpvt
yerbaluisa,cAtmsWz
yerbera,cB1QY09
yerra,cBD4yLJ
yesera,cBKnh2t
yunta,cE07yGg
yusera,cEPtwf0
zafirina,cGgorKn
zagala,cHBOQbW
zaguera,cHQqlUm
zanguanga,cLjyLd2
zapatera,cMjc52d
zarabanda,cNfJqUX
zarandaja,cO42jlh
zarina,cPFkORC
zarria,cPhgtna
"zaíno, na",cHwLmUo
"zaíno, na",cHyYKYZ
zedilla,cQaQFCz
zempasúchil,cQiAA30
zenit,cQoIUWw
zenzontle,cQuaB7v
"zigofiláceo, a",cR17pQm
"zigomorfo, fa",cR76Qdq
"zigomático, ca",cR18vo9
zigoto,cR7miBO
"zingiberáceo, a",cRQFqUd
zinnia,cRQpl8N
zircona,cRdcGjt
zirconio,cRe3CN6
zirconita,cRfsGLV
zircón,cRblYaz
zocata,cRyXl0N
zodíaco,cSDydWj
zoofito,cTTldVI
zorra,cVHHLo9
zorrera,cVJp6k8
zoster,cVtwNy9
zumbadora,cX4t993
zurda,cXx050l
zábila,cEzARPr
zángana,cLMSgCp
zénit,cQoojbF
"zíngaro, ra",cROvFzS
ángela,2dADLyH
ázigos,4eiKaWU
"ázimo, ma",4eiLoTN
épica,FvMq2AL
érebo,G1KG64V
ética,H3xORA5
éuskara,H7XYEzN
éxtasi,HLorC1H
"íbero, ra",Kriscrf
ícono,KsXBcnJ
íntima,Ly1TRna
ñata,Qka4ZCP
ñurda,QlkboaD
óptica,R7QTGyR
órtesis,RFonLLp
"‒́aco, ca",0V5qh1z
"‒́fico, ca",Hr0C0RL
"‒́fobo, ba",I8gtgZw
"‒́gono, na",JL5MhfD
"‒́ico, ca",KsOKaaZ
‒́il,KxPqpET
‒́stato,YU98s1H
"‒́trofo, fa",akrudvg
"‒́voro, ra",c3oGhJ2
